review_id,relative_path,supplied_label,model_prediction,model_confidence,review_decision,reviewer_note,review_source
E2-LQ-149,validation/repaired_road/b3a668354689907add1b94a5.jpg,repaired_road,crack,94.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-150,validation/repaired_road/8c435bae28a5c82dfbc37d0c.jpg,repaired_road,crack,93.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-151,validation/repaired_road/c3e67cfddde881f42258a7d6.jpg,repaired_road,crack,93.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-152,validation/repaired_road/694ed491ba10532d199c91e1.jpg,repaired_road,crack,90.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-153,validation/repaired_road/6694a08495d9730a6df75b0c.jpg,repaired_road,crack,90.2%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-154,validation/repaired_road/dd7ba383d94354c59eb19e29.jpg,repaired_road,crack,89.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-155,validation/repaired_road/03a8bfbccf5cb7db68033b82.jpg,repaired_road,crack,88.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-156,validation/repaired_road/ce763ee06eea2f6042ce490c.jpg,repaired_road,crack,88.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-157,validation/repaired_road/6c609cb3a6b3d0ab34622a80.jpg,repaired_road,crack,87.6%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-158,validation/repaired_road/fa827eb9207ec625a9f934f3.jpg,repaired_road,crack,86.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-159,validation/repaired_road/2fe728c9cce3f36fdd07db24.jpg,repaired_road,crack,84.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-160,validation/repaired_road/dcf9b624e0202dab32c044ba.jpg,repaired_road,crack,83.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-161,validation/repaired_road/27a5578ed00470be3a68a7c9.jpg,repaired_road,crack,83.5%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-162,validation/repaired_road/9a83510869cd003213cc6943.jpg,repaired_road,crack,83.5%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-163,validation/repaired_road/ad39e4d3b135f23bcc353f6e.jpg,repaired_road,crack,81.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-164,validation/repaired_road/40abb65249ff572ea33d7624.jpg,repaired_road,crack,77.6%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-165,validation/repaired_road/e2d7c58ed4df6929a7783def.jpg,repaired_road,crack,77.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-166,validation/repaired_road/68b06f101f68be0a027a0914.jpg,repaired_road,crack,76.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-167,validation/repaired_road/6c717254c38a5777b2833c82.jpg,repaired_road,crack,76.1%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-168,validation/repaired_road/2256ea33811e29f65cd055aa.jpg,repaired_road,crack,75.8%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-169,validation/repaired_road/2d0f8e94b6b169e7811853e9.jpg,repaired_road,crack,75.6%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-170,validation/repaired_road/682010dc7f3b1e6be39c97d6.jpg,repaired_road,crack,75.6%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-171,validation/repaired_road/15fe492f831affdfd8fd2082.jpg,repaired_road,crack,75.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-172,validation/repaired_road/06d963b37d4930c846ccdd93.jpg,repaired_road,crack,74.9%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-173,validation/repaired_road/f142d3b6a74a2d1eea2c0998.jpg,repaired_road,crack,74.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-174,validation/repaired_road/e99a9c1fa326a55596e7d049.jpg,repaired_road,crack,73.5%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-175,validation/repaired_road/f92df3405552da3238569a06.jpg,repaired_road,crack,72.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-176,validation/repaired_road/c865c8f9978525a73a8b0050.jpg,repaired_road,crack,72.5%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-177,validation/repaired_road/40a9d11ef9aa86f6124f9f2a.jpg,repaired_road,crack,72.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-178,validation/repaired_road/22ad224c0c785c3f9d53d4c4.jpg,repaired_road,crack,71.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-179,validation/repaired_road/b9f3e9abc62f4f36f2a353d1.jpg,repaired_road,crack,71.5%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-180,validation/repaired_road/c37bc8db922fea1b19d64461.jpg,repaired_road,crack,71.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-181,validation/repaired_road/8de819c8f419ad0322c7e50b.jpg,repaired_road,crack,71.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-182,validation/repaired_road/a01027bb95b2788ba4054d68.jpg,repaired_road,crack,70.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-183,validation/repaired_road/457317b86b1204d5fa3aebcc.jpg,repaired_road,crack,70.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-184,validation/repaired_road/6285fa8fcf928d00314cdbbb.jpg,repaired_road,crack,69.9%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-185,validation/repaired_road/6062437c08cabdd29146a351.jpg,repaired_road,crack,69.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-186,validation/repaired_road/9533786b0dcd2763ddce7027.jpg,repaired_road,crack,69.6%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-187,validation/repaired_road/ceaebf59b706a72b729432d1.jpg,repaired_road,crack,69.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-188,validation/repaired_road/05ccd2423fca792d4ec0e54c.jpg,repaired_road,crack,68.8%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-189,validation/repaired_road/ff0d40117d78f39f5bb02fb7.jpg,repaired_road,crack,68.5%,not_visible_at_image_level,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-190,validation/repaired_road/4617bc4c0058e3e02c1a26b8.jpg,repaired_road,crack,68.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-191,validation/repaired_road/3f821b52d3378a647c7941bc.jpg,repaired_road,crack,67.6%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-192,validation/repaired_road/c3a5a8e24485ea68f1f2beb7.jpg,repaired_road,crack,67.5%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-193,validation/repaired_road/bfa820e3b7c24c71e38a24a4.jpg,repaired_road,crack,65.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-194,validation/repaired_road/92415a578aac087684611ca7.jpg,repaired_road,crack,65.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-195,validation/repaired_road/51c211c00096e3860179cc61.jpg,repaired_road,crack,64.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-196,validation/repaired_road/9954b5d865728250ad331ed0.jpg,repaired_road,pothole,63.9%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-197,validation/repaired_road/b4a73eabe40e2e00e5cd7bf7.jpg,repaired_road,crack,63.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-198,validation/repaired_road/5e1e44094dce7c4e4327465f.jpg,repaired_road,crack,63.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-199,validation/repaired_road/2a86c7bdd6cb0717db3fb5eb.jpg,repaired_road,crack,62.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-200,validation/repaired_road/d361fd8ed8afe69b6c02fe01.jpg,repaired_road,crack,61.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-201,validation/repaired_road/f3f1a991c0425308e0abeb85.jpg,repaired_road,crack,61.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-202,validation/repaired_road/6812aead7d86fef9bf37b5aa.jpg,repaired_road,crack,60.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-203,validation/repaired_road/95e0698a3591e7d11c906511.jpg,repaired_road,crack,60.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-204,validation/repaired_road/50e849b80b75ac562e29e4ab.jpg,repaired_road,crack,59.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-205,validation/repaired_road/552ff0fd5c3ce4dae2d22818.jpg,repaired_road,crack,58.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-206,validation/repaired_road/3de44d560d9d18a980b5db5f.jpg,repaired_road,crack,58.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-207,validation/repaired_road/942398aa70ec8dd793d8a616.jpg,repaired_road,crack,58.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-208,validation/repaired_road/6e6fb7770c7acea318cb70f8.jpg,repaired_road,crack,58.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-209,validation/repaired_road/bfb56f3eabcfbea3fb0bfc70.jpg,repaired_road,crack,58.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-210,validation/repaired_road/f150753bb1aa6e2b2a067a3d.jpg,repaired_road,crack,58.1%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-211,validation/repaired_road/8e8a6e4317e8f1fae0f93c48.jpg,repaired_road,crack,57.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-212,validation/repaired_road/130208ffbab10691a03453ab.jpg,repaired_road,crack,56.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-213,validation/repaired_road/aceecee3b63f6898b22e5885.jpg,repaired_road,crack,54.9%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-214,validation/repaired_road/58ce116da7f5e2f6132dce32.jpg,repaired_road,crack,54.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-215,validation/repaired_road/17e253b2bce7d3edb966f0e9.jpg,repaired_road,crack,54.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-216,validation/repaired_road/006a1d0367fc5a598f8f323e.jpg,repaired_road,crack,54.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-217,validation/repaired_road/e373104aa7c29abd9b8cc485.jpg,repaired_road,crack,54.4%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-218,validation/repaired_road/e84af548665731d40c91a206.jpg,repaired_road,crack,53.9%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-219,validation/repaired_road/f7f33631833cbeef29956794.jpg,repaired_road,crack,53.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-220,validation/repaired_road/d1bb3adba8f0bcf49481e56f.jpg,repaired_road,crack,53.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-221,validation/repaired_road/0e8533a30306aefdc70ab750.jpg,repaired_road,crack,52.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-222,validation/repaired_road/bf210c1070cf89b69928d9cc.jpg,repaired_road,crack,51.7%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-223,validation/repaired_road/27f7ec5fb527ee9445bb45db.jpg,repaired_road,crack,51.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-224,validation/repaired_road/d5f57c2591f85e02caa96a11.jpg,repaired_road,crack,50.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-225,validation/repaired_road/c6ef9c3df98077acd3232860.jpg,repaired_road,crack,50.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-226,validation/repaired_road/3e8e778836751ef4c3665fd6.jpg,repaired_road,crack,50.6%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-227,validation/repaired_road/a3a4c33d4f96b0988cf39127.jpg,repaired_road,crack,50.6%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-228,validation/repaired_road/8f962e7057331d3c3975dfbb.jpg,repaired_road,crack,50.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-229,validation/repaired_road/33eb89438c19c242c797f850.jpg,repaired_road,crack,50.2%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-230,validation/repaired_road/3b255af14321b20edbdd64c5.jpg,repaired_road,crack,50.0%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-231,validation/repaired_road/461bfd560dea85c340d11307.jpg,repaired_road,crack,49.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-232,validation/repaired_road/e1addf3a41d28d2c9deef33a.jpg,repaired_road,crack,44.3%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
E2-LQ-233,validation/repaired_road/40a9bda590289631d461e9ea.jpg,repaired_road,crack,34.8%,visible_and_supported,"9/25/26, 6:34 PM V2-E2 label-quality review",user review captured in completed_label_review.pdf
